model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,mileage_per_year,engine_category,fuel_efficiency,tax_category,price_segment
 Kuga,2019,23998,Manual,7584,Diesel,145,39.2,2.0,7,948.0,medium,low,medium,Luxury
 Fiesta,2013,6498,Manual,41599,Petrol,0,65.7,1.0,13,2971.3571428571427,small,high,low,Budget
 Grand C-MAX,2017,12498,Manual,10373,Petrol,145,54.3,1.0,9,1037.3,small,medium,medium,Premium
 Fiesta,2013,4998,Manual,79300,Petrol,0,65.7,1.0,13,5664.285714285715,small,high,low,Budget
 C-MAX,2017,11498,Manual,12982,Petrol,30,55.4,1.0,9,1298.2,small,medium,low,Premium
 Focus,2017,11298,Manual,24386,Diesel,0,74.3,1.5,9,2438.6,medium,high,low,Premium
 EcoSport,2017,9298,Manual,18209,Diesel,30,64.2,1.5,9,1820.9,medium,high,low,Economy
 EcoSport,2018,12998,Manual,9796,Petrol,145,54.3,1.0,8,1088.4444444444443,small,medium,medium,Premium
 Fiesta,2018,14498,Manual,9428,Petrol,145,62.8,1.0,8,1047.5555555555557,small,high,medium,Premium
 Galaxy,2016,18498,Manual,30528,Diesel,125,56.5,2.0,10,2775.2727272727275,medium,medium,medium,Luxury
 C-MAX,2016,8498,Manual,41772,Petrol,30,55.4,1.0,10,3797.4545454545455,small,medium,low,Budget
 Fiesta,2015,8298,Manual,15673,Petrol,0,65.7,1.0,11,1306.0833333333333,small,high,low,Budget
 Focus,2015,8498,Manual,47219,Diesel,0,74.3,1.5,11,3934.9166666666665,medium,high,low,Budget
 Focus,2018,12998,Manual,16081,Petrol,150,57.7,1.0,8,1786.7777777777778,small,medium,medium,Premium
 Focus,2019,16998,Manual,10476,Petrol,145,60.1,1.0,7,1309.5,small,high,medium,Luxury
 Fiesta,2016,9998,Manual,16647,Petrol,0,65.7,1.0,10,1513.3636363636363,small,high,low,Economy
 Kuga,2017,13698,Manual,41457,Diesel,150,54.3,2.0,9,4145.7,medium,medium,medium,Premium
 Focus,2017,13998,Semi-Auto,4735,Petrol,125,51.4,1.0,9,473.5,small,medium,medium,Premium
 EcoSport,2016,9498,Manual,24045,Petrol,125,53.3,1.0,10,2185.909090909091,small,medium,medium,Economy
 EcoSport,2019,15984,Manual,6500,Petrol,145,51.4,1.0,7,812.5,small,medium,medium,Luxury
 EcoSport,2017,8489,Manual,60190,Petrol,160,44.8,1.5,9,6019.0,medium,medium,medium,Budget
 Fiesta,2017,9995,Manual,27000,Diesel,0,78.5,1.5,9,2700.0,medium,high,low,Economy
 Fiesta,2017,8498,Manual,32538,Petrol,0,65.7,1.0,9,3253.8,small,high,low,Budget
 Kuga,2016,13498,Manual,36345,Diesel,150,54.3,2.0,10,3304.090909090909,medium,medium,medium,Premium
 Focus,2016,8998,Manual,43623,Petrol,20,61.4,1.0,10,3965.7272727272725,small,high,low,Budget
 Kuga,2013,9998,Semi-Auto,58500,Diesel,200,45.6,2.0,13,4178.571428571428,medium,medium,high,Economy
 Kuga,2017,17498,Manual,15729,Diesel,145,54.3,2.0,9,1572.9,medium,medium,medium,Luxury
 Fiesta,2018,9998,Manual,7892,Petrol,145,65.7,1.0,8,876.8888888888889,small,high,medium,Economy
 Fiesta,2017,11990,Manual,24725,Petrol,145,47.9,1.6,9,2472.5,medium,medium,medium,Premium
 Focus,2019,16899,Manual,7000,Diesel,145,80.7,1.5,7,875.0,medium,high,medium,Luxury
 EcoSport,2019,15984,Manual,3500,Petrol,145,51.4,1.0,7,437.5,small,medium,medium,Luxury
 EcoSport,2019,15984,Manual,4500,Petrol,145,51.4,1.0,7,562.5,small,medium,medium,Luxury
 EcoSport,2019,15984,Manual,4000,Petrol,145,51.4,1.0,7,500.0,small,medium,medium,Luxury
 EcoSport,2019,13998,Manual,4889,Diesel,145,68.9,1.5,7,611.125,medium,high,medium,Premium
 Kuga,2017,17994,Manual,20633,Diesel,150,54.3,2.0,9,2063.3,medium,medium,medium,Luxury
 Galaxy,2016,17489,Semi-Auto,47937,Diesel,165,51.4,2.0,10,4357.909090909091,medium,medium,medium,Luxury
 Kuga,2018,19899,Semi-Auto,28500,Diesel,145,54.3,2.0,8,3166.6666666666665,medium,medium,medium,Luxury
 Fiesta,2014,4699,Manual,85000,Petrol,30,54.3,1.2,12,6538.461538461538,small,medium,low,Budget
 EcoSport,2017,9949,Manual,23000,Petrol,125,53.3,1.0,9,2300.0,small,medium,medium,Economy
 C-MAX,2017,11498,Manual,9995,Petrol,145,55.4,1.0,9,999.5,small,medium,medium,Premium
 C-MAX,2017,10898,Manual,12626,Petrol,30,55.4,1.0,9,1262.6,small,medium,low,Economy
 C-MAX,2018,12998,Manual,7320,Petrol,145,55.4,1.0,8,813.3333333333334,small,medium,medium,Premium
 C-MAX,2019,13498,Manual,23394,Petrol,145,48.7,1.0,7,2924.25,small,medium,medium,Premium
 C-MAX,2017,9998,Manual,12932,Diesel,20,68.9,1.5,9,1293.2,medium,high,low,Economy
 Focus,2019,18998,Automatic,22246,Diesel,150,64.2,2.0,7,2780.75,medium,high,medium,Luxury
 Fiesta,2019,11798,Manual,5530,Petrol,150,48.7,1.1,7,691.25,small,medium,medium,Premium
 Fiesta,2019,11798,Manual,4590,Petrol,150,48.7,1.1,7,573.75,small,medium,medium,Premium
 Fiesta,2017,8498,Manual,28479,Petrol,0,65.7,1.0,9,2847.9,small,high,low,Budget
 Kuga,2013,8998,Manual,67895,Diesel,200,47.9,2.0,13,4849.642857142857,medium,medium,high,Budget
 Focus,2019,14799,Manual,6249,Petrol,145,60.1,1.0,7,781.125,small,high,medium,Premium
 Focus,2019,14799,Manual,8560,Petrol,145,60.1,1.0,7,1070.0,small,high,medium,Premium
 Mustang,2020,42489,Automatic,3500,Petrol,145,22.1,5.0,6,500.0,large,low,medium,Luxury
 Kuga,2017,17498,Manual,9940,Petrol,145,45.6,1.5,9,994.0,medium,medium,medium,Luxury
 Focus,2019,16498,Manual,4930,Petrol,145,60.1,1.0,7,616.25,small,high,medium,Luxury
 Focus,2018,19698,Manual,12011,Petrol,145,41.5,2.0,8,1334.5555555555557,medium,medium,medium,Luxury
 Fiesta,2016,8498,Manual,23053,Petrol,125,54.3,1.2,10,2095.7272727272725,small,medium,medium,Budget
 Focus,2016,16998,Manual,17589,Petrol,200,41.5,2.0,10,1599.0,medium,medium,high,Luxury
 Focus,2019,14998,Manual,7000,Petrol,145,58.9,1.0,7,875.0,small,medium,medium,Premium
 Grand Tourneo Connect,2019,19999,Manual,3500,Diesel,145,61.4,1.5,7,437.5,medium,high,medium,Luxury
 Kuga,2019,20999,Automatic,5500,Diesel,145,47.9,2.0,7,687.5,medium,medium,medium,Luxury
 Focus,2019,14998,Manual,7000,Petrol,145,60.1,1.0,7,875.0,small,high,medium,Premium
 Focus,2019,14998,Manual,7000,Petrol,145,58.9,1.0,7,875.0,small,medium,medium,Premium
 EcoSport,2019,13998,Manual,5000,Diesel,145,68.9,1.5,7,625.0,medium,high,medium,Premium
 Kuga,2017,13898,Manual,33026,Diesel,145,60.1,2.0,9,3302.6,medium,high,medium,Premium
 Fiesta,2016,11498,Manual,8560,Petrol,0,65.7,1.0,10,778.1818181818181,small,high,low,Premium
 Focus,2018,19698,Manual,16548,Petrol,145,41.5,2.0,8,1838.6666666666667,medium,medium,medium,Luxury
 Focus,2017,10498,Manual,49485,Diesel,0,74.3,1.5,9,4948.5,medium,high,low,Economy
 Mondeo,2017,17498,Semi-Auto,14569,Diesel,145,53.3,2.0,9,1456.9,medium,medium,medium,Luxury
 Kuga,2015,12498,Manual,60151,Diesel,145,54.3,2.0,11,5012.583333333333,medium,medium,medium,Premium
 Focus,2017,11498,Manual,9148,Petrol,145,61.4,1.0,9,914.8,small,high,medium,Premium
 Fiesta,2017,10998,Manual,13548,Petrol,0,65.7,1.0,9,1354.8,small,high,low,Economy
 Mondeo,2019,22998,Automatic,7337,Hybrid,140,47.1,2.0,7,917.125,medium,medium,medium,Luxury
 Fiesta,2015,8498,Manual,6649,Petrol,125,54.3,1.2,11,554.0833333333334,small,medium,medium,Budget
 Focus,2017,11998,Manual,7690,Petrol,150,60.1,1.0,9,769.0,small,high,medium,Premium
 Fiesta,2019,11898,Manual,3396,Petrol,150,48.7,1.1,7,424.5,small,medium,medium,Premium
 Fiesta,2019,11498,Manual,15766,Petrol,145,58.9,1.0,7,1970.75,small,medium,medium,Premium
 Fiesta,2019,13298,Manual,7349,Petrol,145,58.9,1.0,7,918.625,small,medium,medium,Premium
 C-MAX,2016,9698,Manual,36860,Diesel,20,68.9,1.5,10,3350.909090909091,medium,high,low,Economy
 EcoSport,2018,10498,Manual,59498,Diesel,145,68.9,1.5,8,6610.888888888889,medium,high,medium,Economy
 Kuga,2015,10998,Manual,17367,Diesel,125,60.1,2.0,11,1447.25,medium,high,medium,Economy
 Fiesta,2017,9598,Manual,14403,Petrol,145,64.2,1.1,9,1440.3,small,high,medium,Economy
 Focus,2019,16998,Manual,20647,Petrol,145,60.1,1.0,7,2580.875,small,high,medium,Luxury
 Fiesta,2019,13498,Manual,13351,Petrol,145,58.9,1.0,7,1668.875,small,medium,medium,Premium
 Fiesta,2016,6998,Manual,34804,Petrol,125,54.3,1.2,10,3164.0,small,medium,medium,Budget
 Kuga,2017,15498,Manual,38113,Diesel,125,60.1,2.0,9,3811.3,medium,high,medium,Luxury
 Fiesta,2018,9949,Manual,27399,Petrol,145,64.2,1.1,8,3044.3333333333335,small,high,medium,Economy
 C-MAX,2018,12998,Manual,2455,Diesel,145,68.9,1.5,8,272.77777777777777,medium,high,medium,Premium
 Edge,2016,20799,Automatic,52000,Diesel,200,47.9,2.0,10,4727.272727272727,medium,medium,high,Luxury
 Mustang,2020,38489,Automatic,3500,Petrol,145,30.7,2.3,6,500.0,large,low,medium,Luxury
 Fiesta,2018,9489,Manual,35417,Petrol,145,64.2,1.1,8,3935.222222222222,small,high,medium,Economy
 Fiesta,2019,13949,Semi-Auto,11982,Petrol,145,48.7,1.0,7,1497.75,small,medium,medium,Premium
 Fiesta,2018,10990,Manual,28138,Petrol,145,56.5,1.0,8,3126.4444444444443,small,medium,medium,Economy
 Kuga,2017,13489,Manual,34805,Diesel,145,54.3,2.0,9,3480.5,medium,medium,medium,Premium
 Focus,2015,7994,Manual,64612,Diesel,20,67.3,1.6,11,5384.333333333333,medium,high,low,Budget
 Fiesta,2018,11489,Manual,19665,Petrol,145,60.1,1.0,8,2185.0,small,high,medium,Premium
 Kuga,2018,15699,Manual,17500,Diesel,150,64.2,1.5,8,1944.4444444444443,medium,high,medium,Luxury
 Focus,2020,19998,Manual,4000,Diesel,145,74.3,1.5,6,571.4285714285714,medium,high,medium,Luxury
 Focus,2020,19489,Manual,5000,Diesel,145,74.3,1.5,6,714.2857142857143,medium,high,medium,Luxury
 Focus,2019,14998,Manual,7000,Petrol,145,58.9,1.0,7,875.0,small,medium,medium,Premium
 EcoSport,2016,9199,Manual,26445,Diesel,30,64.2,1.5,10,2404.090909090909,medium,high,low,Economy
 C-MAX,2017,10489,Manual,26445,Diesel,20,68.9,1.5,9,2644.5,medium,high,low,Economy
 EcoSport,2018,11489,Manual,2922,Diesel,145,64.2,1.5,8,324.6666666666667,medium,high,medium,Premium
 Mustang,2018,29998,Automatic,3000,Petrol,145,28.8,2.3,8,333.3333333333333,large,low,medium,Luxury
 Mustang,2018,31498,Automatic,6250,Petrol,145,23.5,5.0,8,694.4444444444445,large,low,medium,Luxury
 Focus,2018,11999,Manual,6691,Petrol,145,61.4,1.0,8,743.4444444444445,small,high,medium,Premium
 Grand Tourneo Connect,2018,15990,Automatic,9486,Diesel,145,56.6,1.5,8,1054.0,medium,medium,medium,Luxury
 Focus,2019,16998,Automatic,8703,Petrol,145,40.9,1.5,7,1087.875,medium,medium,medium,Luxury
 EcoSport,2019,15489,Manual,5636,Diesel,145,68.9,1.5,7,704.5,medium,high,medium,Luxury
 S-MAX,2019,22489,Manual,8224,Diesel,145,56.5,2.0,7,1028.0,medium,medium,medium,Luxury
 S-MAX,2019,22489,Manual,4000,Diesel,145,56.5,2.0,7,500.0,medium,medium,medium,Luxury
 Fiesta,2015,5998,Manual,55898,Diesel,0,78.5,1.5,11,4658.166666666667,medium,high,low,Budget
 Focus,2017,10998,Manual,28001,Petrol,145,60.1,1.0,9,2800.1,small,high,medium,Economy
 Kuga,2014,11498,Manual,36052,Diesel,160,47.9,2.0,12,2773.230769230769,medium,medium,medium,Premium
 Mustang,2016,24999,Semi-Auto,42086,Petrol,570,23.5,5.0,10,3826.0,large,low,high,Luxury
 Kuga,2017,15298,Manual,34673,Diesel,125,60.1,2.0,9,3467.3,medium,high,medium,Premium
 Edge,2018,19498,Manual,22068,Diesel,145,48.7,2.0,8,2452.0,medium,medium,medium,Luxury
 Focus,2019,16998,Manual,19936,Petrol,145,60.1,1.0,7,2492.0,small,high,medium,Luxury
 Grand Tourneo Connect,2017,13998,Manual,4856,Diesel,145,61.4,1.5,9,485.6,medium,high,medium,Premium
 B-MAX,2017,11298,Semi-Auto,1397,Petrol,165,44.1,1.6,9,139.7,medium,medium,medium,Premium
 Focus,2017,13398,Automatic,21649,Petrol,145,46.3,1.5,9,2164.9,medium,medium,medium,Premium
 Focus,2017,17798,Manual,10345,Petrol,145,41.5,2.0,9,1034.5,medium,medium,medium,Luxury
 Kuga,2018,14998,Manual,14960,Diesel,145,64.2,1.5,8,1662.2222222222222,medium,high,medium,Premium
 Focus,2015,13998,Manual,35689,Petrol,205,41.5,2.0,11,2974.0833333333335,medium,medium,high,Premium
 EcoSport,2017,9189,Manual,31998,Petrol,145,44.8,1.5,9,3199.8,medium,medium,medium,Economy
 Fiesta,2018,10399,Manual,7200,Petrol,145,65.7,1.0,8,800.0,small,high,medium,Economy
 Edge,2017,23899,Automatic,27146,Diesel,145,47.9,2.0,9,2714.6,medium,medium,medium,Luxury
 Fiesta,2013,5330,Manual,66937,Petrol,30,54.3,1.2,13,4781.214285714285,small,medium,low,Budget
 EcoSport,2019,15985,Manual,5099,Petrol,145,51.4,1.0,7,637.375,small,medium,medium,Luxury
 Fiesta,2015,7485,Manual,11092,Petrol,125,54.3,1.2,11,924.3333333333334,small,medium,medium,Budget
 Kuga,2019,21999,Automatic,6000,Petrol,145,29.1,1.5,7,750.0,medium,low,medium,Luxury
 Fiesta,2017,10850,Manual,23634,Petrol,150,65.7,1.0,9,2363.4,small,high,medium,Economy
 Kuga,2019,23250,Semi-Auto,9931,Diesel,145,38.7,2.0,7,1241.375,medium,low,medium,Luxury
 Fiesta,2016,7999,Manual,22633,Petrol,0,65.7,1.0,10,2057.5454545454545,small,high,low,Budget
 Ka+,2018,7999,Manual,9355,Petrol,145,57.7,1.2,8,1039.4444444444443,small,medium,medium,Budget
 Kuga,2013,7999,Manual,78170,Diesel,200,47.9,2.0,13,5583.571428571428,medium,medium,high,Budget
 Focus,2016,9699,Manual,13480,Petrol,20,60.1,1.0,10,1225.4545454545455,small,high,low,Economy
 Mustang,2019,39998,Automatic,5000,Petrol,145,22.6,5.0,7,625.0,large,low,medium,Luxury
 Fiesta,2017,8500,Manual,15060,Petrol,125,54.3,1.2,9,1506.0,small,medium,medium,Budget
 Fiesta,2016,9998,Manual,18912,Petrol,0,65.7,1.0,10,1719.2727272727273,small,high,low,Economy
 Focus,2019,15995,Manual,6992,Petrol,145,60.1,1.0,7,874.0,small,high,medium,Luxury
 Fiesta,2017,11495,Manual,17766,Petrol,145,65.7,1.0,9,1776.6,small,high,medium,Premium
 Fiesta,2019,14698,Manual,8725,Petrol,145,58.9,1.0,7,1090.625,small,medium,medium,Premium
 Fiesta,2016,9998,Manual,6820,Petrol,0,65.7,1.0,10,620.0,small,high,low,Economy
 Kuga,2013,9498,Manual,29326,Diesel,200,47.9,2.0,13,2094.714285714286,medium,medium,high,Economy
 Fiesta,2017,10698,Semi-Auto,11235,Petrol,0,57.7,1.0,9,1123.5,small,medium,low,Economy
 Kuga,2016,13499,Manual,38687,Diesel,145,54.3,2.0,10,3517.0,medium,medium,medium,Premium
 Kuga,2017,15999,Manual,15005,Diesel,145,54.3,2.0,9,1500.5,medium,medium,medium,Luxury
 Kuga,2017,17299,Manual,14224,Diesel,145,54.3,2.0,9,1422.4,medium,medium,medium,Luxury
 Focus,2019,14198,Manual,20205,Petrol,150,58.9,1.0,7,2525.625,small,medium,medium,Premium
 EcoSport,2016,10898,Manual,13093,Petrol,125,52.3,1.0,10,1190.2727272727273,small,medium,medium,Economy
 Fiesta,2019,17298,Semi-Auto,1434,Petrol,150,48.7,1.0,7,179.25,small,medium,medium,Luxury
 B-MAX,2013,5998,Semi-Auto,44582,Petrol,165,44.1,1.6,13,3184.4285714285716,medium,medium,medium,Budget
 Mondeo,2015,9998,Manual,55621,Diesel,30,64.2,2.0,11,4635.083333333333,medium,high,low,Economy
 Ka+,2017,6998,Manual,21203,Petrol,30,57.7,1.2,9,2120.3,small,medium,low,Budget
 Focus,2017,16698,Manual,24498,Diesel,145,67.3,2.0,9,2449.8,medium,high,medium,Luxury
 Focus,2018,17298,Manual,3124,Petrol,145,60.1,1.0,8,347.1111111111111,small,high,medium,Luxury
 Kuga,2017,15498,Manual,31073,Diesel,125,60.1,2.0,9,3107.3,medium,high,medium,Luxury
 Kuga,2017,14298,Manual,6345,Diesel,145,54.3,2.0,9,634.5,medium,medium,medium,Premium
 C-MAX,2016,9998,Manual,26138,Diesel,20,68.9,1.5,10,2376.181818181818,medium,high,low,Economy
 Kuga,2019,22998,Manual,593,Diesel,145,47.9,2.0,7,74.125,medium,medium,medium,Luxury
 Focus,2018,11598,Manual,11654,Petrol,145,61.4,1.0,8,1294.888888888889,small,high,medium,Premium
 Fiesta,2018,10498,Manual,17532,Petrol,145,65.7,1.0,8,1948.0,small,high,medium,Economy
 EcoSport,2017,8698,Manual,36124,Petrol,160,44.8,1.5,9,3612.4,medium,medium,medium,Budget
 Focus,2017,17498,Manual,13558,Petrol,200,41.5,2.0,9,1355.8,medium,medium,high,Luxury
 EcoSport,2018,12499,Manual,13000,Diesel,145,67.3,1.5,8,1444.4444444444443,medium,high,medium,Premium
 Ka+,2018,9250,Manual,7812,Petrol,145,47.9,1.2,8,868.0,small,medium,medium,Economy
 Focus,2017,16250,Manual,28113,Diesel,145,67.3,2.0,9,2811.3,medium,high,medium,Luxury
 EcoSport,2017,9999,Manual,24130,Petrol,150,52.3,1.0,9,2413.0,small,medium,medium,Economy
 Focus,2017,10999,Manual,23973,Petrol,150,60.1,1.0,9,2397.3,small,high,medium,Economy
 Kuga,2019,18494,Manual,11858,Diesel,145,38.2,2.0,7,1482.25,medium,low,medium,Luxury
 Fiesta,2019,13489,Semi-Auto,26799,Petrol,145,48.7,1.0,7,3349.875,small,medium,medium,Premium
 Fiesta,2014,6995,Manual,35084,Petrol,0,65.7,1.0,12,2698.769230769231,small,high,low,Budget
 Fiesta,2018,11995,Manual,12080,Petrol,150,65.7,1.0,8,1342.2222222222222,small,high,medium,Premium
 Fiesta,2017,10498,Manual,9621,Petrol,145,65.7,1.0,9,962.1,small,high,medium,Economy
 Focus,2017,11300,Manual,13300,Petrol,145,60.1,1.0,9,1330.0,small,high,medium,Premium
 Fiesta,2018,11800,Manual,14024,Petrol,145,62.8,1.0,8,1558.2222222222222,small,high,medium,Premium
 Focus,2017,10800,Manual,17668,Petrol,145,60.1,1.0,9,1766.8,small,high,medium,Economy
 Fiesta,2016,8300,Manual,43121,Petrol,0,65.7,1.0,10,3920.090909090909,small,high,low,Budget
 Focus,2018,18499,Manual,14682,Petrol,145,41.5,2.0,8,1631.3333333333333,medium,medium,medium,Luxury
 Focus,2014,6800,Manual,53500,Petrol,30,56.5,1.0,12,4115.384615384615,small,medium,low,Budget
 Kuga,2018,17000,Manual,15513,Petrol,145,45.6,1.5,8,1723.6666666666667,medium,medium,medium,Luxury
 Fiesta,2017,8998,Manual,16701,Diesel,0,78.5,1.5,9,1670.1,medium,high,low,Budget
 Fiesta,2014,5698,Manual,51892,Petrol,30,54.3,1.2,12,3991.6923076923076,small,medium,low,Budget
 EcoSport,2017,8998,Manual,20648,Petrol,160,44.8,1.5,9,2064.8,medium,medium,medium,Budget
 Kuga,2016,14998,Manual,38206,Diesel,145,54.3,2.0,10,3473.2727272727275,medium,medium,medium,Premium
 Kuga,2017,18500,Manual,13692,Diesel,145,54.3,2.0,9,1369.2,medium,medium,medium,Luxury
 Kuga,2019,19298,Manual,12287,Petrol,145,39.2,1.5,7,1535.875,medium,low,medium,Luxury
 Kuga,2014,10798,Manual,49989,Diesel,160,47.9,2.0,12,3845.3076923076924,medium,medium,medium,Economy
 Focus,2019,15998,Manual,12699,Petrol,145,60.1,1.0,7,1587.375,small,high,medium,Luxury
 Fiesta,2015,7298,Manual,36700,Petrol,0,65.7,1.0,11,3058.3333333333335,small,high,low,Budget
 EcoSport,2017,10298,Manual,25013,Petrol,150,53.3,1.0,9,2501.3,small,medium,medium,Economy
 Fiesta,2017,10698,Manual,16505,Petrol,0,65.7,1.0,9,1650.5,small,high,low,Economy
 Fiesta,2019,13998,Manual,5887,Petrol,145,58.9,1.0,7,735.875,small,medium,medium,Premium
 Kuga,2013,8298,Manual,63508,Diesel,145,53.3,2.0,13,4536.285714285715,medium,medium,medium,Budget
 Focus,2016,8998,Manual,36087,Diesel,0,74.3,1.5,10,3280.6363636363635,medium,high,low,Budget
 C-MAX,2016,11298,Manual,11117,Petrol,30,55.4,1.0,10,1010.6363636363636,small,medium,low,Premium
 Grand C-MAX,2016,10498,Manual,17197,Diesel,30,64.2,1.5,10,1563.3636363636363,medium,high,low,Economy
 Kuga,2013,8995,Manual,54000,Diesel,145,53.3,2.0,13,3857.1428571428573,medium,medium,medium,Budget
 Fiesta,2015,7895,Manual,27541,Petrol,0,65.7,1.0,11,2295.0833333333335,small,high,low,Budget
 Focus,2018,18390,Manual,14682,Petrol,145,41.5,2.0,8,1631.3333333333333,medium,medium,medium,Luxury
 Ka+,2018,7795,Manual,9662,Petrol,145,57.7,1.2,8,1073.5555555555557,small,medium,medium,Budget
 Focus,2017,10795,Manual,22727,Petrol,20,60.1,1.0,9,2272.7,small,high,low,Economy
 Focus,2019,18298,Automatic,6269,Diesel,145,74.3,1.5,7,783.625,medium,high,medium,Luxury
 B-MAX,2015,7698,Manual,9708,Diesel,20,70.6,1.6,11,809.0,medium,high,low,Budget
 Kuga,2017,17698,Manual,18075,Diesel,145,54.3,2.0,9,1807.5,medium,medium,medium,Luxury
 Kuga,2017,16998,Manual,24885,Diesel,145,54.3,2.0,9,2488.5,medium,medium,medium,Luxury
 C-MAX,2018,12698,Manual,3074,Petrol,145,55.4,1.0,8,341.55555555555554,small,medium,medium,Premium
 Fiesta,2016,10698,Manual,22141,Diesel,0,78.5,1.5,10,2012.8181818181818,medium,high,low,Economy
 Kuga,2013,9998,Semi-Auto,43938,Diesel,205,45.6,2.0,13,3138.4285714285716,medium,medium,high,Economy
 Kuga,2017,14498,Manual,6038,Diesel,150,54.3,2.0,9,603.8,medium,medium,medium,Premium
 Fiesta,2017,8998,Manual,20277,Petrol,0,65.7,1.0,9,2027.7,small,high,low,Budget
 C-MAX,2017,11998,Manual,15297,Diesel,20,68.9,1.5,9,1529.7,medium,high,low,Premium
 Focus,2019,14000,Manual,11426,Petrol,150,58.9,1.0,7,1428.25,small,medium,medium,Premium
 EcoSport,2019,16250,Manual,2951,Petrol,150,52.3,1.0,7,368.875,small,medium,medium,Luxury
 Fiesta,2017,9700,Manual,28186,Petrol,0,65.7,1.0,9,2818.6,small,high,low,Economy
 Kuga,2013,9998,Manual,38629,Petrol,200,42.8,1.6,13,2759.214285714286,medium,medium,high,Economy
 Grand C-MAX,2017,10998,Manual,14161,Diesel,30,64.2,1.5,9,1416.1,medium,high,low,Economy
 Galaxy,2016,15498,Manual,27716,Diesel,125,56.5,2.0,10,2519.6363636363635,medium,medium,medium,Luxury
 B-MAX,2013,5489,Manual,41144,Diesel,20,68.9,1.5,13,2938.8571428571427,medium,high,low,Budget
 Kuga,2019,18999,Manual,9695,Diesel,145,54.3,1.5,7,1211.875,medium,medium,medium,Luxury
 Fiesta,2016,8449,Manual,79125,Petrol,145,47.9,1.6,10,7193.181818181818,medium,medium,medium,Budget
 C-MAX,2016,8699,Manual,46040,Diesel,30,61.4,1.6,10,4185.454545454545,medium,high,low,Budget
 C-MAX,2017,10489,Manual,37972,Diesel,20,68.9,1.5,9,3797.2,medium,high,low,Economy
 Kuga,2017,12489,Manual,36394,Diesel,145,64.2,1.5,9,3639.4,medium,high,medium,Premium
 Kuga,2017,13698,Manual,78636,Diesel,145,64.2,1.5,9,7863.6,medium,high,medium,Premium
 Focus,2018,18498,Manual,21167,Diesel,145,67.3,2.0,8,2351.8888888888887,medium,high,medium,Luxury
 B-MAX,2015,7298,Manual,36140,Diesel,0,74.4,1.5,11,3011.6666666666665,medium,high,low,Budget
 Focus,2017,9998,Manual,13861,Petrol,145,60.1,1.0,9,1386.1,small,high,medium,Economy
 Kuga,2017,17498,Manual,22439,Diesel,145,54.3,2.0,9,2243.9,medium,medium,medium,Luxury
 S-MAX,2017,18999,Manual,42500,Diesel,125,51.4,2.0,9,4250.0,medium,medium,medium,Luxury
 EcoSport,2017,9489,Manual,29500,Petrol,145,52.3,1.0,9,2950.0,small,medium,medium,Economy
 Edge,2017,20994,Automatic,41000,Diesel,145,48.7,2.0,9,4100.0,medium,medium,medium,Luxury
 C-MAX,2018,11998,Manual,6484,Diesel,145,68.9,1.5,8,720.4444444444445,medium,high,medium,Premium
 Fiesta,2014,6250,Manual,39223,Petrol,30,54.3,1.2,12,3017.153846153846,small,medium,low,Budget
 Fiesta,2014,5950,Manual,64327,Diesel,0,76.4,1.5,12,4948.2307692307695,medium,high,low,Budget
 Focus,2017,10900,Manual,13338,Diesel,0,74.3,1.5,9,1333.8,medium,high,low,Economy
 Focus,2017,11200,Manual,15121,Petrol,20,58.9,1.0,9,1512.1,small,medium,low,Economy
 Focus,2017,9250,Manual,38541,Petrol,20,60.1,1.0,9,3854.1,small,high,low,Economy
 Fiesta,2018,10300,Manual,9542,Petrol,145,65.7,1.0,8,1060.2222222222222,small,high,medium,Economy
 C-MAX,2019,13000,Manual,3629,Petrol,145,49.6,1.0,7,453.625,small,medium,medium,Premium
